region_id,screen_name,asset_filename,asset_relative_path,ue_asset_path,source_art_path,width,height,color_mode,has_alpha,shared,usage,notes,sha256
R03_content,09_DesktopWorkbench_ExitConfirm,starter_head.png,starter_head.png,/Game/GameXXK/UI/StarterEquipment/starter_head.starter_head,SourceArt/UI/PSD/gamexxk-v4/calibration-v2/Generated/items/split/starter_head.png,512,512,RGBA,true,true,装备、背包格与当前道具图标,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",43c41c979691a480326516442bab99d00724592832abc0db385506dbac337a81
R03_content,09_DesktopWorkbench_ExitConfirm,starter_armor.png,starter_armor.png,/Game/GameXXK/UI/StarterEquipment/starter_armor.starter_armor,SourceArt/UI/PSD/gamexxk-v4/calibration-v2/Generated/items/split/starter_armor.png,512,512,RGBA,true,true,装备、背包格与当前道具图标,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",5ede44e670039dea9b93c8dc8b2da8eee272262aa6500adb4a7e1133f290b977
R03_content,09_DesktopWorkbench_ExitConfirm,starter_belt.png,starter_belt.png,/Game/GameXXK/UI/StarterEquipment/starter_belt.starter_belt,SourceArt/UI/PSD/gamexxk-v4/calibration-v2/Generated/items/split/starter_belt.png,512,512,RGBA,true,true,装备、背包格与当前道具图标,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",15d8cfaba62e27f0232e08443f421b0bcf7ac2f9d635b481d82de8bcae09953c
R03_content,09_DesktopWorkbench_ExitConfirm,starter_shoes.png,starter_shoes.png,/Game/GameXXK/UI/StarterEquipment/starter_shoes.starter_shoes,SourceArt/UI/PSD/gamexxk-v4/calibration-v2/Generated/items/split/starter_shoes.png,512,512,RGBA,true,true,装备、背包格与当前道具图标,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",3e64be85b0750cd72bfe8ca131a2c6a3a2ca3ccdc0650b3c18d7208e952918b4
R03_content,09_DesktopWorkbench_ExitConfirm,starter_accessory.png,starter_accessory.png,/Game/GameXXK/UI/StarterEquipment/starter_accessory.starter_accessory,SourceArt/UI/PSD/gamexxk-v4/calibration-v2/Generated/items/split/starter_accessory.png,512,512,RGBA,true,true,装备、背包格与当前道具图标,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",d2c15b89314dd9962bd03c730f1734ebd59f81611774ed6b4909768f525833c0
R03_content,09_DesktopWorkbench_ExitConfirm,T_ItemHealingPowder.png,T_ItemHealingPowder.png,/Game/GameXXK/UI/Inventory/Textures/T_ItemHealingPowder.T_ItemHealingPowder,,256,256,RGBA,true,true,装备、背包格与当前道具图标,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",6287c91357e887cb1a3f0251d292062625f5c3e67df3bd38da19ac5ecd1900a5
R03_content,09_DesktopWorkbench_ExitConfirm,strengthening_stone.png,strengthening_stone.png,/Game/GameXXK/UI/Items/strengthening_stone.strengthening_stone,SourceArt/UI/PSD/gamexxk-v4/calibration-v2/Content/Items/strengthening_stone.png,512,512,RGBA,true,true,装备、背包格与当前道具图标,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",f88a845c087bc7fe311765f050b1c0f527bebf1db314460c833c192969afb3c7
R05_cards,09_DesktopWorkbench_ExitConfirm,T_CardPortrait_Hero.png,T_CardPortrait_Hero.png,/Game/GameXXK/UI/PartyDeck/CardArt/T_CardPortrait_Hero.T_CardPortrait_Hero,,171,205,RGBA,true,true,卡牌框与卡牌头像,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",d0cf7373dcf47783d9fda80a3654df001b73b0b437bc91d41f7de001e3745f60
R05_cards,09_DesktopWorkbench_ExitConfirm,T_CardPortrait_Role_Blade.png,T_CardPortrait_Role_Blade.png,/Game/GameXXK/UI/PartyDeck/CardArt/T_CardPortrait_Role_Blade.T_CardPortrait_Role_Blade,,171,205,RGBA,true,true,卡牌框与卡牌头像,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",bb4b729318b6ff06817a825bea2ee1d6aeddb08db3f60ad7c67088ca7e56c8a2
R05_cards,09_DesktopWorkbench_ExitConfirm,T_CardPortrait_Npc_TusiChief.png,T_CardPortrait_Npc_TusiChief.png,/Game/GameXXK/UI/PartyDeck/CardArt/T_CardPortrait_Npc_TusiChief.T_CardPortrait_Npc_TusiChief,,171,205,RGBA,true,true,卡牌框与卡牌头像,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",daafe5511984b8a86a76f3d5a1267233aef29f812619a3d08ee93b96203ff516
R05_nav,09_DesktopWorkbench_ExitConfirm,T_TrainingNavWarehouse.png,T_TrainingNavWarehouse.png,/Game/GameXXK/UI/ImageTruth/Training/T_TrainingNavWarehouse.T_TrainingNavWarehouse,,1254,1254,RGBA,true,true,底部五导航图标,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",773c5d2489f95149a6e4efac3913c9d9729c7884744eb60036bda665bf95b77a
R05_nav,09_DesktopWorkbench_ExitConfirm,T_TrainingNavFormation.png,T_TrainingNavFormation.png,/Game/GameXXK/UI/ImageTruth/Training/T_TrainingNavFormation.T_TrainingNavFormation,,1254,1254,RGBA,true,true,底部五导航图标,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",8223ff6b47b1122e835ca0102755226dc6289b93df0ca28145d0238761663c46
R05_nav,09_DesktopWorkbench_ExitConfirm,T_TrainingNavTalents.png,T_TrainingNavTalents.png,/Game/GameXXK/UI/ImageTruth/Training/T_TrainingNavTalents.T_TrainingNavTalents,,1305,1205,RGBA,true,true,底部五导航图标,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",ab5da9dc2e86699f578d6db93191ee89484daaa6ce788c0315b1d8c229be7ddc
R05_nav,09_DesktopWorkbench_ExitConfirm,T_TrainingNavTools.png,T_TrainingNavTools.png,/Game/GameXXK/UI/ImageTruth/Training/T_TrainingNavTools.T_TrainingNavTools,,1273,1236,RGBA,true,true,底部五导航图标,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",8ef865c112f93ba7b32d326449fc9b52cc851659e853725477e252cb3f50eb2c
R05_nav,09_DesktopWorkbench_ExitConfirm,T_TrainingNavTraining.png,T_TrainingNavTraining.png,/Game/GameXXK/UI/ImageTruth/Training/T_TrainingNavTraining.T_TrainingNavTraining,,1254,1254,RGBA,true,true,底部五导航图标,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",2b0b7886f7d2db4ab915564b4adf9fb4d309dcf03efa688080b0e6eaf029839c
R07_other,09_DesktopWorkbench_ExitConfirm,T_TrainingTopToolbarAlwaysOnTop.png,T_TrainingTopToolbarAlwaysOnTop.png,/Game/GameXXK/UI/ImageTruth/Training/T_TrainingTopToolbarAlwaysOnTop.T_TrainingTopToolbarAlwaysOnTop,,1254,1254,RGBA,true,true,当前界面的其他图片资源,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",5771a66ac2817ded1c2bafcfabdbaae5f3ffee7a5dddf40e8c2ef49504ec0dab
R07_other,09_DesktopWorkbench_ExitConfirm,T_TownPsd_HudSettings.png,T_TownPsd_HudSettings.png,/Game/GameXXK/UI/Town/Textures/PSD/HUD/T_TownPsd_HudSettings.T_TownPsd_HudSettings,,130,132,RGBA,true,true,当前界面的其他图片资源,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",0a9c8f16053cc71fbbac46cb2faf60f6e9319d2f14d7e857922c116337bfdedd
R01_idle,09_DesktopWorkbench_ExitConfirm,T_TrainingIdleStrip_Background.png,T_TrainingIdleStrip_Background.png,/Game/GameXXK/UI/ImageTruth/Training/T_TrainingIdleStrip_Background.T_TrainingIdleStrip_Background,,1983,793,RGBA,true,true,顶部挂机条、连续背景、宝箱与波次,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",6d8ce160fe33743229de60be700332dc08516f16bc8fc861b938bfa4931c2d76
R01_idle,09_DesktopWorkbench_ExitConfirm,T_TrainingHeroWalkLeft_1K.png,T_TrainingHeroWalkLeft_1K.png,/Game/GameXXK/UI/Training/Generated/walkloop_pilot_v1/character_00_hero_walk_left/atlas_1K/T_TrainingHeroWalkLeft_1K.T_TrainingHeroWalkLeft_1K,,1024,1024,RGBA,true,true,顶部挂机条、连续背景、宝箱与波次,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",e8f7a96435bf86cde84ea7d490e8f129f808fa2991043edea6d337acaede9f55
R01_idle,09_DesktopWorkbench_ExitConfirm,T_Item_TrainingNormalChest.png,T_Item_TrainingNormalChest.png,/Game/GameXXK/UI/Items/T_Item_TrainingNormalChest.T_Item_TrainingNormalChest,,512,512,RGBA,true,true,顶部挂机条、连续背景、宝箱与波次,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",615a7562938ee60ab298d69786f18b0e4c8d974e0322724b2f9b06d734ac1a9a
R01_idle,09_DesktopWorkbench_ExitConfirm,T_Item_TrainingAdvancedChest.png,T_Item_TrainingAdvancedChest.png,/Game/GameXXK/UI/Items/T_Item_TrainingAdvancedChest.T_Item_TrainingAdvancedChest,,512,512,RGBA,true,true,顶部挂机条、连续背景、宝箱与波次,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",0b777499a702cc8655274c99cb336093bc727e570a634e2897fa7ddcd82cc85f
R01_idle,09_DesktopWorkbench_ExitConfirm,T_TrainingRetryButtonBase.png,T_TrainingRetryButtonBase.png,/Game/GameXXK/UI/Training/IdleStrip/T_TrainingRetryButtonBase.T_TrainingRetryButtonBase,SourceArt/UI/Training/IdleStrip/final/T_TrainingRetryButtonBase.png,256,256,RGBA,true,true,顶部挂机条、连续背景、宝箱与波次,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",a638762e2fb1cad25ab53450068f93058a50b8933cf2832ff3790d1c15bdaa42
R01_idle,09_DesktopWorkbench_ExitConfirm,T_TrainingRetryIconEnabled.png,T_TrainingRetryIconEnabled.png,/Game/GameXXK/UI/Training/IdleStrip/T_TrainingRetryIconEnabled.T_TrainingRetryIconEnabled,SourceArt/UI/Training/IdleStrip/final/T_TrainingRetryIconEnabled.png,256,256,RGBA,true,true,顶部挂机条、连续背景、宝箱与波次,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",1c3d8df05827429a8372fc0a00dea8c77b7dbbd1237756bf951837bb3a0e028a
R01_idle,09_DesktopWorkbench_ExitConfirm,T_TrainingWaveMarkerNormal.png,T_TrainingWaveMarkerNormal.png,/Game/GameXXK/UI/Training/IdleStrip/T_TrainingWaveMarkerNormal.T_TrainingWaveMarkerNormal,SourceArt/UI/Training/IdleStrip/final/T_TrainingWaveMarkerNormal.png,256,256,RGBA,true,true,顶部挂机条、连续背景、宝箱与波次,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",3a87de247b54df1768c9d2a5c461ffd48c01108f107e635ba0d43893fa25f6ac
R01_idle,09_DesktopWorkbench_ExitConfirm,T_TrainingWaveMarkerElite.png,T_TrainingWaveMarkerElite.png,/Game/GameXXK/UI/Training/IdleStrip/T_TrainingWaveMarkerElite.T_TrainingWaveMarkerElite,SourceArt/UI/Training/IdleStrip/final/T_TrainingWaveMarkerElite.png,256,256,RGBA,true,true,顶部挂机条、连续背景、宝箱与波次,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",a80ba4d411bbb14009ee49a4eb439ba89917a67212f0c0aa05b18899e7dd9860
R01_idle,09_DesktopWorkbench_ExitConfirm,T_TrainingWaveMarkerBoss.png,T_TrainingWaveMarkerBoss.png,/Game/GameXXK/UI/Training/IdleStrip/T_TrainingWaveMarkerBoss.T_TrainingWaveMarkerBoss,SourceArt/UI/Training/IdleStrip/final/T_TrainingWaveMarkerBoss.png,256,256,RGBA,true,true,顶部挂机条、连续背景、宝箱与波次,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",d04b89c3ae4e64647a9e507f7467a1609139fabe1850c0a360e94c1ba9a0c3f0
R06_side,09_DesktopWorkbench_ExitConfirm,T_DesktopTownEnterButton.png,T_DesktopTownEnterButton.png,/Game/GameXXK/UI/DesktopOverlay/T_DesktopTownEnterButton.T_DesktopTownEnterButton,SourceArt/UI/DesktopOverlay/T_DesktopTownEnterButton.png,512,512,RGBA,true,true,剧情任务与进入城镇侧边按钮,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",03bb05574f5c3b21f7b6a0424e92c7107e0ada81a4200e513a9b6ae14ff6324b
R06_side,09_DesktopWorkbench_ExitConfirm,T_DesktopStoryQuestButton.png,T_DesktopStoryQuestButton.png,/Game/GameXXK/UI/DesktopOverlay/T_DesktopStoryQuestButton.T_DesktopStoryQuestButton,SourceArt/UI/DesktopOverlay/T_DesktopStoryQuestButton.png,512,512,RGBA,true,true,剧情任务与进入城镇侧边按钮,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",f73390ec16d25ea97de393b2d82215ead6da084d5471f21614e5f884040e472b
C01,09_DesktopWorkbench_ExitConfirm,CODE_DRAWN,,,,,,,,true,文字、数值、纯色块与程序边框,No replacement PNG.,
