region_id,screen_name,asset_filename,asset_relative_path,ue_asset_path,source_art_path,width,height,color_mode,has_alpha,shared,usage,notes,sha256
R07_other,12_BattleReward,T_CardPortrait_Enemy_Ch1_BluehornGoatKing.png,T_CardPortrait_Enemy_Ch1_BluehornGoatKing.png,/Game/GameXXK/UI/Battle/EnemyCardArt/T_CardPortrait_Enemy_Ch1_BluehornGoatKing.T_CardPortrait_Enemy_Ch1_BluehornGoatKing,,171,205,RGBA,true,true,当前界面的其他图片资源,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",d264259f13c34c6f23e9169a92ad5224dd956a6ded8b87572103116c2476cd40
R07_other,12_BattleReward,T_CardPortrait_Enemy_Ch1_Civet.png,T_CardPortrait_Enemy_Ch1_Civet.png,/Game/GameXXK/UI/Battle/EnemyCardArt/T_CardPortrait_Enemy_Ch1_Civet.T_CardPortrait_Enemy_Ch1_Civet,,171,205,RGBA,true,true,当前界面的其他图片资源,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",6b408c072e2d2c089ce1106108d055908b9521a5e46c7cad02c8acc5fa8d0db8
R07_other,12_BattleReward,T_CardPortrait_Enemy_Ch1_Goat.png,T_CardPortrait_Enemy_Ch1_Goat.png,/Game/GameXXK/UI/Battle/EnemyCardArt/T_CardPortrait_Enemy_Ch1_Goat.T_CardPortrait_Enemy_Ch1_Goat,,171,205,RGBA,true,true,当前界面的其他图片资源,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",1b9bc12b9aa2467f28ea8b7fc70b385ac22f08c6de2ddc7f298029d953650429
R07_other,12_BattleReward,T_CardPortrait_Enemy_Ch1_IronfeatherRooster.png,T_CardPortrait_Enemy_Ch1_IronfeatherRooster.png,/Game/GameXXK/UI/Battle/EnemyCardArt/T_CardPortrait_Enemy_Ch1_IronfeatherRooster.T_CardPortrait_Enemy_Ch1_IronfeatherRooster,,171,205,RGBA,true,true,当前界面的其他图片资源,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",9d0634fc230fe31db2f34950e81cfdfbb65130aebc0069b4e05364824b990491
R07_other,12_BattleReward,T_CardPortrait_Enemy_Ch1_MoneyRatBoss.png,T_CardPortrait_Enemy_Ch1_MoneyRatBoss.png,/Game/GameXXK/UI/Battle/EnemyCardArt/T_CardPortrait_Enemy_Ch1_MoneyRatBoss.T_CardPortrait_Enemy_Ch1_MoneyRatBoss,,171,205,RGBA,true,true,当前界面的其他图片资源,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",2e6f4833f666da17404cccbfa5c95d7528e1e6f8d78616abcc717fa7978a5b17
R07_other,12_BattleReward,T_CardPortrait_Enemy_Ch1_Rooster.png,T_CardPortrait_Enemy_Ch1_Rooster.png,/Game/GameXXK/UI/Battle/EnemyCardArt/T_CardPortrait_Enemy_Ch1_Rooster.T_CardPortrait_Enemy_Ch1_Rooster,,171,205,RGBA,true,true,当前界面的其他图片资源,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",8c1665ad9761ff57efb3dcb23a40f57150865a3605d8eb8d147eaa263c75051c
R07_other,12_BattleReward,T_CardPortrait_Enemy_Ch1_Weasel.png,T_CardPortrait_Enemy_Ch1_Weasel.png,/Game/GameXXK/UI/Battle/EnemyCardArt/T_CardPortrait_Enemy_Ch1_Weasel.T_CardPortrait_Enemy_Ch1_Weasel,,171,205,RGBA,true,true,当前界面的其他图片资源,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",8fd8e6d5594eca883fd837d59ffa8f3216fc1d532d1dd1064029e964ded7c353
R07_other,12_BattleReward,T_CardPortrait_Enemy_Ch2_BlackBearBoss.png,T_CardPortrait_Enemy_Ch2_BlackBearBoss.png,/Game/GameXXK/UI/Battle/EnemyCardArt/T_CardPortrait_Enemy_Ch2_BlackBearBoss.T_CardPortrait_Enemy_Ch2_BlackBearBoss,,171,205,RGBA,true,true,当前界面的其他图片资源,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",b48427d3ad6ead662c6eaf2101a6ff2db72a590d114d7ffac2e5269cdca34f6d
R07_other,12_BattleReward,T_CardPortrait_Enemy_Ch2_Boar.png,T_CardPortrait_Enemy_Ch2_Boar.png,/Game/GameXXK/UI/Battle/EnemyCardArt/T_CardPortrait_Enemy_Ch2_Boar.T_CardPortrait_Enemy_Ch2_Boar,,171,205,RGBA,true,true,当前界面的其他图片资源,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",2770e2d9c06706d16983d4662b70f774cc8ca7ba4308744655eb1d41f3fbfee8
R07_other,12_BattleReward,T_CardPortrait_Enemy_Ch2_GraymaneWolfKing.png,T_CardPortrait_Enemy_Ch2_GraymaneWolfKing.png,/Game/GameXXK/UI/Battle/EnemyCardArt/T_CardPortrait_Enemy_Ch2_GraymaneWolfKing.T_CardPortrait_Enemy_Ch2_GraymaneWolfKing,,171,205,RGBA,true,true,当前界面的其他图片资源,"Exported from current UE Texture2D; preserve filename, canvas size, and alpha.",aaa7e16ac9f219feb0f009332a5f8cad0a094c975c57c52f90e797db48c7676c
