UE资产路径,容器原始路径,字节,KB,MB,类别,扩展名
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_21_tiger_boss_2k_idle/SPR_enemy_21_tiger_boss_2k_idle_34.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_21_tiger_boss_2k_idle/SPR_enemy_21_tiger_boss_2k_idle_34.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_21_tiger_boss_2k_idle/SPR_enemy_21_tiger_boss_2k_idle_28.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_21_tiger_boss_2k_idle/SPR_enemy_21_tiger_boss_2k_idle_28.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_08_song_jin_bao_2k_idle/SPR_character_08_song_jin_bao_2k_idle_16.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_08_song_jin_bao_2k_idle/SPR_character_08_song_jin_bao_2k_idle_16.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_08_song_jin_bao_2k_idle/SPR_character_08_song_jin_bao_2k_idle_41.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_08_song_jin_bao_2k_idle/SPR_character_08_song_jin_bao_2k_idle_41.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_08_song_jin_bao_2k_idle/SPR_character_08_song_jin_bao_2k_idle_11.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_08_song_jin_bao_2k_idle/SPR_character_08_song_jin_bao_2k_idle_11.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_08_song_jin_bao_2k_idle/SPR_character_08_song_jin_bao_2k_idle_49.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_08_song_jin_bao_2k_idle/SPR_character_08_song_jin_bao_2k_idle_49.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_07_tusi_chief_2k_idle/SPR_character_07_tusi_chief_2k_idle_06.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_07_tusi_chief_2k_idle/SPR_character_07_tusi_chief_2k_idle_06.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_07_tusi_chief_2k_idle/SPR_character_07_tusi_chief_2k_idle_54.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_07_tusi_chief_2k_idle/SPR_character_07_tusi_chief_2k_idle_54.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_07_tusi_chief_2k_idle/SPR_character_07_tusi_chief_2k_idle_38.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_07_tusi_chief_2k_idle/SPR_character_07_tusi_chief_2k_idle_38.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_07_tusi_chief_2k_idle/SPR_character_07_tusi_chief_2k_idle_22.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_07_tusi_chief_2k_idle/SPR_character_07_tusi_chief_2k_idle_22.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_07_tusi_chief_2k_idle/SPR_character_07_tusi_chief_2k_idle_12.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_07_tusi_chief_2k_idle/SPR_character_07_tusi_chief_2k_idle_12.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/Characters/Hero/TownHorizontal/Sprites/cinematic_hero_collect_item_with_ui/SPR_Hero_Town_CollectItem_Left_00.uasset,../../../GameXXK/Content/GameXXK/Characters/Hero/TownHorizontal/Sprites/cinematic_hero_collect_item_with_ui/SPR_Hero_Town_CollectItem_Left_00.uasset,565,0.6,0.001,角色/精灵图,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_08_song_jin_bao_idle/SPR_character_08_song_jin_bao_idle_33.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_08_song_jin_bao_idle/SPR_character_08_song_jin_bao_idle_33.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_08_song_jin_bao_idle/SPR_character_08_song_jin_bao_idle_39.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_08_song_jin_bao_idle/SPR_character_08_song_jin_bao_idle_39.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_08_song_jin_bao_idle/SPR_character_08_song_jin_bao_idle_32.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_08_song_jin_bao_idle/SPR_character_08_song_jin_bao_idle_32.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_08_song_jin_bao_idle/SPR_character_08_song_jin_bao_idle_07.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_08_song_jin_bao_idle/SPR_character_08_song_jin_bao_idle_07.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_08_song_jin_bao_idle/SPR_character_08_song_jin_bao_idle_49.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_08_song_jin_bao_idle/SPR_character_08_song_jin_bao_idle_49.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_08_song_jin_bao_idle/SPR_character_08_song_jin_bao_idle_24.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_08_song_jin_bao_idle/SPR_character_08_song_jin_bao_idle_24.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_08_song_jin_bao_idle/SPR_character_08_song_jin_bao_idle_25.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_08_song_jin_bao_idle/SPR_character_08_song_jin_bao_idle_25.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_08_song_jin_bao_idle/SPR_character_08_song_jin_bao_idle_27.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_08_song_jin_bao_idle/SPR_character_08_song_jin_bao_idle_27.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_11_jin_gui_2k_idle/SPR_character_11_jin_gui_2k_idle_59.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_11_jin_gui_2k_idle/SPR_character_11_jin_gui_2k_idle_59.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_11_jin_gui_2k_idle/SPR_character_11_jin_gui_2k_idle_43.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_11_jin_gui_2k_idle/SPR_character_11_jin_gui_2k_idle_43.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_11_jin_gui_2k_idle/SPR_character_11_jin_gui_2k_idle_57.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_11_jin_gui_2k_idle/SPR_character_11_jin_gui_2k_idle_57.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_02_guard_2k_idle/SPR_character_02_guard_2k_idle_07.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_02_guard_2k_idle/SPR_character_02_guard_2k_idle_07.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_03_healer_2k_idle/SPR_character_03_healer_2k_idle_04.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_03_healer_2k_idle/SPR_character_03_healer_2k_idle_04.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_03_healer_2k_idle/SPR_character_03_healer_2k_idle_43.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_03_healer_2k_idle/SPR_character_03_healer_2k_idle_43.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_03_healer_2k_idle/SPR_character_03_healer_2k_idle_47.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_03_healer_2k_idle/SPR_character_03_healer_2k_idle_47.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_03_healer_2k_idle/SPR_character_03_healer_2k_idle_23.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_03_healer_2k_idle/SPR_character_03_healer_2k_idle_23.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_03_healer_2k_idle/SPR_character_03_healer_2k_idle_19.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_03_healer_2k_idle/SPR_character_03_healer_2k_idle_19.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/Characters/Hero/TownHorizontal/Sprites/character_00_hero_attack_kick_candidate/SPR_Hero_Town_Kick_Left_54.uasset,../../../GameXXK/Content/GameXXK/Characters/Hero/TownHorizontal/Sprites/character_00_hero_attack_kick_candidate/SPR_Hero_Town_Kick_Left_54.uasset,565,0.6,0.001,角色/精灵图,.uasset
/Game/GameXXK/Characters/Hero/TownHorizontal/Sprites/character_00_hero_attack_kick_candidate/SPR_Hero_Town_Kick_Left_23.uasset,../../../GameXXK/Content/GameXXK/Characters/Hero/TownHorizontal/Sprites/character_00_hero_attack_kick_candidate/SPR_Hero_Town_Kick_Left_23.uasset,565,0.6,0.001,角色/精灵图,.uasset
/Game/GameXXK/Characters/Hero/TownHorizontal/Sprites/character_00_hero_attack_kick_candidate/SPR_Hero_Town_Kick_Left_21.uasset,../../../GameXXK/Content/GameXXK/Characters/Hero/TownHorizontal/Sprites/character_00_hero_attack_kick_candidate/SPR_Hero_Town_Kick_Left_21.uasset,565,0.6,0.001,角色/精灵图,.uasset
/Game/GameXXK/Characters/Hero/TownHorizontal/Sprites/character_00_hero_attack_kick_candidate/SPR_Hero_Town_Kick_Left_41.uasset,../../../GameXXK/Content/GameXXK/Characters/Hero/TownHorizontal/Sprites/character_00_hero_attack_kick_candidate/SPR_Hero_Town_Kick_Left_41.uasset,565,0.6,0.001,角色/精灵图,.uasset
/Game/GameXXK/Characters/Hero/TownHorizontal/Sprites/character_00_hero_attack_kick_candidate/SPR_Hero_Town_Kick_Left_16.uasset,../../../GameXXK/Content/GameXXK/Characters/Hero/TownHorizontal/Sprites/character_00_hero_attack_kick_candidate/SPR_Hero_Town_Kick_Left_16.uasset,565,0.6,0.001,角色/精灵图,.uasset
/Game/GameXXK/Characters/Hero/TownHorizontal/Sprites/character_00_hero_attack_kick_candidate/SPR_Hero_Town_Kick_Left_22.uasset,../../../GameXXK/Content/GameXXK/Characters/Hero/TownHorizontal/Sprites/character_00_hero_attack_kick_candidate/SPR_Hero_Town_Kick_Left_22.uasset,565,0.6,0.001,角色/精灵图,.uasset
/Game/GameXXK/Characters/Hero/TownHorizontal/Sprites/character_00_hero_attack_kick_candidate/SPR_Hero_Town_Kick_Left_33.uasset,../../../GameXXK/Content/GameXXK/Characters/Hero/TownHorizontal/Sprites/character_00_hero_attack_kick_candidate/SPR_Hero_Town_Kick_Left_33.uasset,565,0.6,0.001,角色/精灵图,.uasset
/Game/GameXXK/Characters/Hero/TownHorizontal/Sprites/character_00_hero_attack_kick_candidate/SPR_Hero_Town_Kick_Left_18.uasset,../../../GameXXK/Content/GameXXK/Characters/Hero/TownHorizontal/Sprites/character_00_hero_attack_kick_candidate/SPR_Hero_Town_Kick_Left_18.uasset,565,0.6,0.001,角色/精灵图,.uasset
/Game/GameXXK/Characters/Hero/TownHorizontal/Sprites/character_00_hero_attack_kick_candidate/SPR_Hero_Town_Kick_Left_42.uasset,../../../GameXXK/Content/GameXXK/Characters/Hero/TownHorizontal/Sprites/character_00_hero_attack_kick_candidate/SPR_Hero_Town_Kick_Left_42.uasset,565,0.6,0.001,角色/精灵图,.uasset
/Game/GameXXK/Characters/Hero/TownHorizontal/Sprites/character_00_hero_attack_kick_candidate/SPR_Hero_Town_Kick_Left_36.uasset,../../../GameXXK/Content/GameXXK/Characters/Hero/TownHorizontal/Sprites/character_00_hero_attack_kick_candidate/SPR_Hero_Town_Kick_Left_36.uasset,565,0.6,0.001,角色/精灵图,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_05_sorcerer_idle/SPR_character_05_sorcerer_idle_02.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_05_sorcerer_idle/SPR_character_05_sorcerer_idle_02.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_00_hero_2k_idle/SPR_character_00_hero_2k_idle_04.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_00_hero_2k_idle/SPR_character_00_hero_2k_idle_04.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_2k_idle/SPR_enemy_19_moneyrat_boss_2k_idle_22.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_2k_idle/SPR_enemy_19_moneyrat_boss_2k_idle_22.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_2k_idle/SPR_enemy_19_moneyrat_boss_2k_idle_04.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_2k_idle/SPR_enemy_19_moneyrat_boss_2k_idle_04.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_2k_idle/SPR_enemy_19_moneyrat_boss_2k_idle_31.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_2k_idle/SPR_enemy_19_moneyrat_boss_2k_idle_31.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_2k_idle/SPR_enemy_19_moneyrat_boss_2k_idle_15.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_2k_idle/SPR_enemy_19_moneyrat_boss_2k_idle_15.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_2k_idle/SPR_enemy_19_moneyrat_boss_2k_idle_53.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_2k_idle/SPR_enemy_19_moneyrat_boss_2k_idle_53.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_2k_idle/SPR_enemy_19_moneyrat_boss_2k_idle_43.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_2k_idle/SPR_enemy_19_moneyrat_boss_2k_idle_43.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_2k_idle/SPR_enemy_19_moneyrat_boss_2k_idle_32.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_2k_idle/SPR_enemy_19_moneyrat_boss_2k_idle_32.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_2k_idle/SPR_enemy_19_moneyrat_boss_2k_idle_55.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_2k_idle/SPR_enemy_19_moneyrat_boss_2k_idle_55.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_20_blackbear_boss_idle/SPR_enemy_20_blackbear_boss_idle_30.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_20_blackbear_boss_idle/SPR_enemy_20_blackbear_boss_idle_30.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_20_blackbear_boss_idle/SPR_enemy_20_blackbear_boss_idle_42.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_20_blackbear_boss_idle/SPR_enemy_20_blackbear_boss_idle_42.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_06_formation_master_idle/SPR_character_06_formation_master_idle_10.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_06_formation_master_idle/SPR_character_06_formation_master_idle_10.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_06_formation_master_idle/SPR_character_06_formation_master_idle_56.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_06_formation_master_idle/SPR_character_06_formation_master_idle_56.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_06_formation_master_idle/SPR_character_06_formation_master_idle_09.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_06_formation_master_idle/SPR_character_06_formation_master_idle_09.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_idle/SPR_enemy_19_moneyrat_boss_idle_55.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_idle/SPR_enemy_19_moneyrat_boss_idle_55.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_idle/SPR_enemy_19_moneyrat_boss_idle_35.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_idle/SPR_enemy_19_moneyrat_boss_idle_35.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_idle/SPR_enemy_19_moneyrat_boss_idle_03.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_idle/SPR_enemy_19_moneyrat_boss_idle_03.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_idle/SPR_enemy_19_moneyrat_boss_idle_32.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_idle/SPR_enemy_19_moneyrat_boss_idle_32.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_idle/SPR_enemy_19_moneyrat_boss_idle_22.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_idle/SPR_enemy_19_moneyrat_boss_idle_22.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_idle/SPR_enemy_19_moneyrat_boss_idle_41.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_idle/SPR_enemy_19_moneyrat_boss_idle_41.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_idle/SPR_enemy_19_moneyrat_boss_idle_06.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_idle/SPR_enemy_19_moneyrat_boss_idle_06.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_idle/SPR_enemy_19_moneyrat_boss_idle_56.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_idle/SPR_enemy_19_moneyrat_boss_idle_56.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_idle/SPR_enemy_19_moneyrat_boss_idle_38.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_idle/SPR_enemy_19_moneyrat_boss_idle_38.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_idle/SPR_enemy_19_moneyrat_boss_idle_31.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_idle/SPR_enemy_19_moneyrat_boss_idle_31.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_idle/SPR_enemy_19_moneyrat_boss_idle_04.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_idle/SPR_enemy_19_moneyrat_boss_idle_04.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_idle/SPR_enemy_19_moneyrat_boss_idle_42.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_19_moneyrat_boss_idle/SPR_enemy_19_moneyrat_boss_idle_42.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_06_formation_master_2k_idle/SPR_character_06_formation_master_2k_idle_18.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_06_formation_master_2k_idle/SPR_character_06_formation_master_2k_idle_18.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_06_formation_master_2k_idle/SPR_character_06_formation_master_2k_idle_24.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_06_formation_master_2k_idle/SPR_character_06_formation_master_2k_idle_24.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_06_formation_master_2k_idle/SPR_character_06_formation_master_2k_idle_19.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_06_formation_master_2k_idle/SPR_character_06_formation_master_2k_idle_19.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_06_formation_master_2k_idle/SPR_character_06_formation_master_2k_idle_55.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_06_formation_master_2k_idle/SPR_character_06_formation_master_2k_idle_55.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_06_formation_master_2k_idle/SPR_character_06_formation_master_2k_idle_04.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_06_formation_master_2k_idle/SPR_character_06_formation_master_2k_idle_04.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_06_formation_master_2k_idle/SPR_character_06_formation_master_2k_idle_38.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_06_formation_master_2k_idle/SPR_character_06_formation_master_2k_idle_38.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_06_formation_master_2k_idle/SPR_character_06_formation_master_2k_idle_53.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_06_formation_master_2k_idle/SPR_character_06_formation_master_2k_idle_53.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_12_qiong_mei_er_idle/SPR_character_12_qiong_mei_er_idle_43.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_12_qiong_mei_er_idle/SPR_character_12_qiong_mei_er_idle_43.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_12_qiong_mei_er_idle/SPR_character_12_qiong_mei_er_idle_24.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_12_qiong_mei_er_idle/SPR_character_12_qiong_mei_er_idle_24.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_12_qiong_mei_er_idle/SPR_character_12_qiong_mei_er_idle_56.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_12_qiong_mei_er_idle/SPR_character_12_qiong_mei_er_idle_56.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_12_qiong_mei_er_idle/SPR_character_12_qiong_mei_er_idle_21.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_12_qiong_mei_er_idle/SPR_character_12_qiong_mei_er_idle_21.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/character_12_qiong_mei_er_idle/SPR_character_12_qiong_mei_er_idle_39.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/character_12_qiong_mei_er_idle/SPR_character_12_qiong_mei_er_idle_39.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_20_blackbear_boss_2k_idle/SPR_enemy_20_blackbear_boss_2k_idle_30.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_20_blackbear_boss_2k_idle/SPR_enemy_20_blackbear_boss_2k_idle_30.uasset,565,0.6,0.001,其他（蓝图/数据/元数据）,.uasset
